ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
	1b1353b	7d655cfe3b3448db650a06a41f4087bb	7dd91ca	Human	Criminal	2018-04-27T22:53:05Z	Rogue 1	Rogue		1	Dungeon Delver	9	15	17	18	13	10	8	10		Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation	Rapier|Shortbow|Dagger		Int	expertise/Thieves' Tools*Athletics	Canada	CA		NA	NA	Human		Rapier|Shortbow|Dagger	1-3	fervent_fermat
	1b1353b	85d01b20f7590a156bfb8daffc9eadf9	04994c4	High Elf	Haunted One	2018-04-27T22:31:59Z	Wizard 1	Wizard		1		7	14	7	18	13	19	17	11		Arcana|History|Investigation|Insight|Perception	Dagger		Int		Canada	CA		NA	NA	Elf		Dagger	1-3	nervous_ritchie
	1b1353b	55504b824a3b3ebf6e3b6ccf1cbbf399	c98b130	Human	Soldier	2018-04-27T22:29:49Z	Fighter 1	Fighter		1	Sentinel	13	16	19	17	16	8	10	12		Athletics|Acrobatics|Perception|Survival|Intimidation	Crossbow, light		Int	fighting style/Dueling	Canada	CA		NA	NA	Human		Crossbow, Light	1-3	determined_burnell
	1b1353b	fddc45a7bce0c681cf684fbfe8bb9c93	61441ba	Human	Sailor	2018-04-27T19:45:34Z	Cleric 1	Cleric	Tempest Domain	1	Healer	11	18	16	10	16	14	19	14		Athletics|Insight|Medicine|Perception|Persuasion	Mace|Crossbow, light|	Light*0|Sacred Flames*0|Fog Cloud*1|Thunderwave*1	Wis		Canada	CA		NA	NA	Human	Light*0|Sacred Flame*0|Fog Cloud*1|Thunderwave*1	Mace|Crossbow, Light|	1-3	flamboyant_knuth
5ef7cf8	eca034c	b9ad5e7b69efa5de12978019c647595e	3e45f83	Scourge Aasimar	Mercenary Veteran	2018-04-27T00:36:56Z	Cleric 1	Cleric	Death Domain	1		8	17	16	13	11	11	16	11		Athletics|Religion|Insight|Persuasion	Warhammer	Chill Touch*0|False Life*1|Ray of Sickness*1	Wis		United States	US		NA	NA	Aasimar	Chill Touch*0|False Life*1|Ray of Sickness*1	Warhammer	1-3	zen_moore
0c356c2	05bb977	9c5c2f8d31c2914dd56023b35753dde7	fdca8da	Hill Giant	Haunted One	2018-04-24T05:26:55Z	Barbarian 1	Barbarian		1		13	12	13	12	12	13	14	13		Athletics|Investigation|Perception|Survival|Intimidation	Glaive|Crossbow, light|Javelin		Int		Australia	AU		NA	NA			Glaive|Crossbow, Light|Javelin	1-3	laughing_keldysh
2805429	f2b4f6f	7ca70cbdb40185860c1466a8d190b5db	564508c	Tiefling	Criminal	2018-04-24T04:54:54Z	Rogue 1	Rogue		1		8	14	8	16	10	16	12	13	chaotic neutral	Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion	Shortsword|Shortbow|Dagger		Int	expertise/Sleight of Hand*Deception|tiefling variants menu/Infernal Legacy	Canada	CA	CN	NA	NA	Tiefling		Shortsword|Shortbow|Dagger	1-3	elated_albattani
8949814	111309a	acfea5e1da5bcf98ce185394416fec5f	a69d201	Human	Sailor	2018-04-23T13:36:09Z	Warlock 1	Warlock	The Hexblade	1	Magic Initiate	9	13	8	14	14	10	12	16		Athletics|Perception|Deception|Intimidation|Persuasion	Dagger		Cha		United States	US		NA	NA	Human		Dagger	1-3	hungry_chandrasekhar
0c356c2	05bb977	608243b8931991be78046b37d9785daa	e634259	Tiefling	Urban Bounty Hunter	2018-04-23T06:53:02Z	Rogue 1	Rogue		1		8	12	13	13	11	14	13	14		Sleight of Hand|Stealth|Deception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Sleight of Hand	Australia	AU		NA	NA	Tiefling		Rapier|Shortbow|Dagger	1-3	silly_euclid
0c356c2	05bb977	7ab5cf104fa4dbbd51abb13a9c1960e7	f9212f6	Human	Custom	2018-04-23T06:52:21Z	Fighter 1	Fighter		1		11	16	14	13	13	13	12	15		Athletics|Insight|Perception|Persuasion	Scimitar|Handaxe		Int	fighting style/Two-Weapon Fighting	Australia	AU		NA	NA	Human		Scimitar|Handaxe	1-3	pedantic_napier
0c356c2	05bb977	90c8fd5e1a876d0c68199f0d5da69758	0530e8b	Lightfoot Halfling	Folk Hero	2018-04-23T06:51:39Z	Monk 1	Monk		1		9	13	14	15	13	11	12	12		Athletics|Acrobatics|Animal Handling|Survival	Quarterstaff|Dart|Unarmed strike		Int		Australia	AU		NA	NA	Halfling		Quarterstaff|Dart|Unarmed Strike	1-3	sad_jones
4744cc7	8ab67e8	d9282c4e2b1ecd69058b026b6f5970bd	a8e0952	High Elf	Noble	2018-04-21T01:50:14Z	Rogue 1	Rogue		1		8	13	8	17	10	15	12	13	Lawful Good 	Acrobatics|Sleight of Hand|Stealth|History|Investigation|Perception|Persuasion	Rapier|Shortbow|Dagger|Crossbow, heavy	Mage Hand*0	Int	expertise/Persuasion*Perception	United States	US	LG	NA	NA	Elf	Mage Hand*0	Rapier|Shortbow|Dagger|Crossbow, Heavy	1-3	cocky_hermann
c8278a2	5eda460	deaa115badb8d93b45e4c0add6b50e56	1b16052	Dark Elf	Urchin	2018-04-20T01:07:15Z	Rogue 1	Rogue		1		8	14	13	17	12	14	10	16		Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Acrobatics	Peru	PE		NA	NA	Elf		Rapier|Shortbow|Dagger	1-3	jovial_curie
4744cc7	8ab67e8	f55c5fe118768c60ce1ca34943b453e0	0c77d90	High Elf	Haunted One	2018-04-18T04:12:24Z	Wizard 1	Wizard		1		8	13	9	16	14	16	10	9		History|Investigation|Insight|Perception|Survival	Quarterstaff|Magic Missle|Fire Bolt	Mage Hand*0|Minor Illusion*0|Firebolt*0|Prestidigitation*0|Magic Missle*1|Thunderwave*1|Find Familiar*1|Mage Armor*1|Shield*1|Fog Clod*1	Int		United States	US		NA	NA	Elf	Mage Hand*0|Minor Illusion*0|Fire Bolt*0|Prestidigitation*0|Magic Missile*1|Thunderwave*1|Find Familiar*1|Mage Armor*1|Shield*1|Fog Cloud*1	Quarterstaff||	1-3	serene_goldstine
498df8b	d484765	94a221e1aabd97b1c7c5fc30a5fd3257	0c77d90	Tiefling	Haunted One	2018-04-17T04:05:38Z	Warlock 1	Warlock	The Great Old One	1		10	12	8	13	14	13	10	17		Investigation|Survival|Deception|Intimidation	Quarterstaff|Sickle|Dagger|Chill Touch|Eldritch Blast|Witch Bolt	Eldritch Blast*0|Chill Touch*0|Charm Person*1|Witch Bolt*1	Cha		United States	US		NA	NA	Tiefling	Eldritch Blast*0|Chill Touch*0|Charm Person*1|Witch Bolt*1	Quarterstaff|Sickle|Dagger|||	1-3	serene_goldstine
498df8b	d484765	b3dfcbe077e65ce73ac4898fd3ef97c0	add6ad9	Wood Elf	Criminal	2018-04-17T04:04:31Z	Rogue 1	Rogue		1		10	15	12	20	15	15	12	13		Athletics|Acrobatics|Stealth|Investigation|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Perception*Athletics	United States	US		NA	NA	Elf		Rapier|Shortbow|Dagger	1-3	quizzical_mahavira
d580ce9	d580ce9	36aa6db9092bf05bd6224abe466c749a	aa96294	Human	Urban Bounty Hunter	2018-04-16T21:33:57Z	Ranger 1	Ranger		1	Dual Wielder	12	15	8	16	14	12	14	10		Athletics|Stealth|Investigation|Nature|Insight|Perception	Shortsword|Longbow		Wis		NA	NA		NA	NA	Human		Shortsword|Longbow	1-3	relaxed_raman
d580ce9	d580ce9	3cc6cc12bbba2c01c0e7b7b84ede1f31	e7f4bc0	Mountain Dwarf	Clan Crafter	2018-04-16T21:33:57Z	Fighter 1	Fighter		1		13	18	17	13	16	10	12	8		Athletics|History|Insight|Perception	Longsword|Crossbow, light		Int	fighting style/Dueling	NA	NA		NA	NA	Dwarf		Longsword|Crossbow, Light	1-3	elastic_mahavira
d580ce9	d580ce9	46854b9d9ceef012d7a10917fb888fcc	48cef30	Half-Elf	Hermit	2018-04-16T21:33:57Z	Druid 1	Druid		1		9	15	15	15	13	12	11	10	Good Chaotic	Nature|Religion|Animal Handling|Insight|Medicine|Perception	Scimitar	Druidcraft*0|Animal Friendship*1|Healing Word*1	Wis		NA	NA	CG	NA	NA	Half-Elf	Druidcraft*0|Animal Friendship*1|Healing Word*1	Scimitar	1-3	determined_thompson
d580ce9	d580ce9	50a96f097137897585264cc16c2868c8	b7667a0	Human	Soldier	2018-04-16T21:33:57Z	Fighter 1	Fighter		1		12	16	17	10	16	14	12	15		Athletics|History|Perception|Intimidation	Longsword|Pike|Crossbow, light		Int	fighting style/Protection	NA	NA		NA	NA	Human		Longsword|Pike|Crossbow, Light	1-3	inspiring_northcutt
d580ce9	d580ce9	5aa648882077b54a5644d10e90088279	211be9f	Variant	Charlatan	2018-04-16T21:33:57Z	Wizard 1	Wizard		1		7	12	8	14	12	16	10	16		Sleight of Hand|Arcana|Investigation|Deception	Dagger		Int		NA	NA		NA	NA	Half-Elf		Dagger	1-3	stupefied_lederberg
d580ce9	d580ce9	7567d8184f09dbc5c78b014e4d2f6005	c5e4bdd	Hill Dwarf	Haunted One	2018-04-16T21:33:57Z	Wizard 1	Wizard		1		10	11	10	12	16	15	14	8		Arcana|Investigation|Insight|Medicine	Quarterstaff		Int		NA	NA		NA	NA	Dwarf		Quarterstaff	1-3	friendly_lumiere
d580ce9	d580ce9	82caeb70b57363e3dd585cb403287343	2aff128	Dragonborn	Barbarian Tribe Member	2018-04-16T21:33:57Z	Barbarian 1	Barbarian		1		14	15	16	13	15	10	8	13		Athletics|Perception|Survival|Intimidation	Battleaxe|Handaxe|Javelin		Int		NA	NA		NA	NA	Dragonborn		Battleaxe|Handaxe|Javelin	1-3	reverent_ganguly
d580ce9	d580ce9	898acbf3f578f0f2893e523a8a6435eb	e3e3dd5	Wood Elf	Urban Bounty Hunter	2018-04-16T21:33:57Z	Rogue 1	Rogue		1		8	14	8	17	10	10	16	13		Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion	Shortsword|Shortbow|Dagger		Int	expertise/Stealth*Persuasion	NA	NA		NA	NA	Elf		Shortsword|Shortbow|Dagger	1-3	trusting_moser
d580ce9	d580ce9	a51b13b6edaa857786ab0fc3daf1e997	c6a18cf	Tabaxi	Urchin	2018-04-16T21:33:57Z	Monk 1	Monk		1		8	14	12	16	11	12	13	13		Acrobatics|Sleight of Hand|Stealth|Insight|Perception	Shortsword|Dart|Unarmed Strike		Int		NA	NA		NA	NA	Tabaxi		Shortsword|Dart|Unarmed Strike	1-3	nifty_chaplygin
d580ce9	d580ce9	d30f2c11169324408f60db3c22838a64	0c3db91	High Elf	Outlander	2018-04-16T21:33:57Z	Barbarian 1	Barbarian		1		14	15	15	16	14	11	13	12	Neutral	Athletics|Nature|Animal Handling|Perception|Survival	Glaive|Handaxe|Javelin	Burning Bolt*0	Int		NA	NA	NN	NA	NA	Elf	*	Glaive|Handaxe|Javelin	1-3	serene_ramanujan
d580ce9	d580ce9	dadf7977522e8d6324aad54e0bd44975	70c6045	Dragonborn	Soldier	2018-04-16T21:33:57Z	Fighter 1	Fighter		1		12	16	17	10	14	12	9	14		Athletics|Acrobatics|Perception|Intimidation	Greatsword|Pike|Handaxe		Int	fighting style/Great Weapon Fighting	NA	NA		NA	NA	Dragonborn		Greatsword|Pike|Handaxe	1-3	recursing_sutherland
d580ce9	d580ce9	ddaa9169250d64bac1518a5310b80c36	dbd3064	Kenku/half elf	Far Traveler	2018-04-16T21:33:57Z	Warlock 1	Warlock	The Undying	1		5	14	14	16	10	16	15	13		Acrobatics|Stealth|Arcana|Investigation|Insight|Perception	Noxious Staff|Ascension Crossbow|Dagger	Spare the Dying*0	Cha		NA	NA		NA	NA		Spare the Dying*0	||Dagger	1-3	romantic_euclid
d580ce9	d580ce9	e0afeea536b343d7c51c895c9a3ddf4c	39fc942	Tiefling	Entertainer	2018-04-16T21:33:57Z	Bard 1	Bard		1		9	13	10	15	12	10	10	17		Acrobatics|Insight|Deception|Performance|Persuasion	Rapier|Dagger		Cha		NA	NA		NA	NA	Tiefling		Rapier|Dagger	1-3	gifted_hodgkin
d580ce9	d580ce9	452f44df7c7998778db84c1f144e0baa	c21cbb3	Human	Hermit	2018-04-16T21:33:57Z	Druid 1	Druid		1	Alert	10	15	10	14	14	12	16	8		Stealth|Religion|Animal Handling|Medicine|Perception	Spear		Wis		NA	NA		NA	NA	Human		Spear	1-3	frosty_heisenberg
d580ce9	d580ce9	4c4f249797749b816812a927f27742b2	52c9b05	Human	Urchin	2018-04-16T21:33:57Z	Cleric 1	Cleric	Light Domain	1	War Caster	10	18	12	14	14	8	16	10		Athletics|Sleight of Hand|Stealth|Insight|Medicine	Mace|Crossbow, light	Light*0|Burning Hands*1|Faerie Fire*1	Wis		NA	NA		NA	NA	Human	Light*0|Burning Hands*1|Faerie Fire*1	Mace|Crossbow, Light	1-3	reverent_cannon
d580ce9	d580ce9	6228fa4e4833bc107997bcd2f13210ca	1cae186	Human	Acolyte	2018-04-16T21:33:57Z	Cleric 1	Cleric	Tempest Domain	1	Magic Initiate	10	18	12	10	14	14	16	8		History|Religion|Insight|Medicine|Perception	Mace|Mace	Fog Cloud*1|Thunderwave*1	Wis		NA	NA		NA	NA	Human	Fog Cloud*1|Thunderwave*1	Mace|Mace	1-3	dreamy_meninsky
d580ce9	d580ce9	674358a8444ba70b657e5fa524708b3e	86f31d7	Human	Charlatan	2018-04-16T21:33:57Z	Bard 1	Bard		1		10	12	12	13	14	10	11	19	Neutral 	Sleight of Hand|Deception|Intimidation|Performance|Persuasion	Rapier|Dagger	Vicious Mockery R.: 60'*0|Mage Hand R.: 30' D.: 1 Min.*0|Charm Person*1|Sleep*1|Healing Word*1|Thunderwave*1	Cha		NA	NA	NN	NA	NA	Human	Vicious Mockery*0|Mage Hand*0|Charm Person*1|Sleep*1|Healing Word*1|Thunderwave*1	Rapier|Dagger	1-3	hardcore_moser
d580ce9	d580ce9	76ea9ace5b31a2301a966b7a67238050	65e515d	Tiefling	Criminal	2018-04-16T21:33:57Z	Warlock 1	Warlock	The Great Old One	1		9	13	8	14	12	14	12	16	Neutral Evil	Stealth|Arcana|Deception|Intimidation	Crossbow, light|Dagger|Dagger|Handaxe		Cha		NA	NA	NE	NA	NA	Tiefling		Crossbow, Light|Dagger|Dagger|Handaxe	1-3	confident_elion
d580ce9	d580ce9	8d206197746bfd87cd21eb6a32af92a6	d6bd888	Dragonborn	Far Traveler	2018-04-16T21:33:57Z	Sorcerer 1	Sorcerer	Draconic Bloodline	1		8	15	10	14	13	10	12	16		Insight|Perception|Deception|Intimidation	Quarterstaff|Dagger		Cha		NA	NA		NA	NA	Dragonborn		Quarterstaff|Dagger	1-3	elastic_swartz
d580ce9	d580ce9	b1b9608f0c64bd6d3adc788a85c4e493	3045f95	Half-Elf	Entertainer	2018-04-16T21:33:57Z	Bard 1	Bard		1		8	13	8	15	10	10	15	17	Chaotic Good	Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Performance	Shortsword|Dagger		Cha		NA	NA	CG	NA	NA	Half-Elf		Shortsword|Dagger	1-3	condescending_hypatia
d580ce9	d580ce9	ed16b8d53fbbe7c5e48a195b8273d121	b2b3fcb	Human	Criminal	2018-04-16T21:33:57Z	Sorcerer 1	Sorcerer	Shadow Magic	1		7	14	11	18	13	16	15	18	Neutral Evil	Stealth|Deception|Intimidation|Persuasion	Spear|Dagger		Cha		NA	NA	NE	NA	NA	Human		Spear|Dagger	1-3	kind_payne
d580ce9	d580ce9	35ac23d9369cd1b1a33a541bf0dfbc5a	017c920	Human	Urchin	2018-04-10T19:19:07Z	Paladin 1	Paladin		1	Durable	12	16	14	16	14	9	16	12		Athletics|Sleight of Hand|Stealth|Religion|Insight	Greatsword|Mace		Cha		NA	NA		NA	NA	Human		Greatsword|Mace	1-3	loving_torvalds
d580ce9	d580ce9	b00955582a14aea3e3afff6442666815	92b5ca3	Protector Aasimar	Cloistered Scholar	2018-04-09T14:40:05Z	Cleric 1	Cleric	Life Domain	1		8	13	14	11	11	15	17	18		Arcana|History|Insight|Medicine	Mace|Dart	Bless*1|Cure Wounds*1	Wis		NA	NA		NA	NA	Aasimar	Bless*1|Cure Wounds*1	Mace|Dart	1-3	angry_wiles
d580ce9	d580ce9	6e72cd41a1e53fc0c999a2ae6277f2fe	6a32dc4	Human	Outlander	2018-04-08T07:31:57Z	Druid 1	Druid		1		11	12	15	12	16	13	16	13		Athletics|Arcana|Nature|Survival	Quarterstaff|Handaxe	Shillelagh*0|Produce Flame*0|Speak With Animals*1|Entangle*1	Wis		NA	NA		NA	NA	Human	Shillelagh*0|Produce Flame*0|Speak with Animals*1|Entangle*1	Quarterstaff|Handaxe	1-3	magical_khorana
d580ce9	d580ce9	3ea236dcfd2ecde78718881fe8e619b6	cc2a5e1	Meadowguard	Acolyte	2018-04-07T08:04:10Z	Bard 1	Bard		1		10	14	8	16	13	11	13	16		Acrobatics|History|Investigation|Religion|Insight|Perception|Survival|Performance	Dagger|Dagger	Mending*0|Light*0|Minor illusion*0|Heroism*1|Healing Word*1|Sleep*1|Thunder Wave*1	Cha		NA	NA		NA	NA		Mending*0|Light*0|Minor Illusion*0|Heroism*1|Healing Word*1|Sleep*1|Thunderwave*1	Dagger|Dagger	1-3	relaxed_cori
c7c498e	d8c3fdf	f93893fa1ace27ee7bd252d72a666fef	903151c	Aarakocra	Acolyte	2019-08-02T10:13:25Z	Ranger 10|Cleric 10	Ranger|Cleric	Horizon Walker|Knowledge Domain	20		94	12	11	15	9	15	17	16		Arcana|History|Nature|Religion|Insight|Perception|Survival	Shortsword|Longbow	Command*1|Identify*1|Protection from Evil and Good*1|Augury*2|Suggestion*2|Misty Step*2|Nondetection*3|Speak with Dead*3|Haste*3|Arcane Eye*4|Confusion*4|Legend Lore*5|Scrying*5	Wis	fighting style/Archery	Canada	CA		NA	NA	Aarakocra	Command*1|Identify*1|Protection from Evil and Good*1|Augury*2|Suggestion*2|Misty Step*2|Nondetection*3|Speak with Dead*3|Haste*3|Arcane Eye*4|Confusion*4|Legend Lore*5|Scrying*5	Shortsword|Longbow	19-20	relaxed_pascal
581b2a3		c1198aa1640a2b7d3388c7b478d3a508	cd9db84			2019-07-25T01:44:24Z	Paladin 6|Bard 14	Paladin|Bard	Oath of Ancients|College of Swords	20		10	11	11	12	13	14	15	16					Int	fighting style/Protection*Dueling|expertise/Persuasion*Insight*History*Athletics	Canada	CA		NA	NA				19-20	adoring_euler
581b2a3	80aa796	59ada04516f314feb45759509cbc7643	05528fb	Human	Criminal	2019-07-08T19:53:35Z	Fighter 18|Cleric 2	Fighter|Cleric	Battle Master|Forge Domain	20	Crossbow Expert|Sharpshooter|Resilient|Lucky|Healer	202	18	9	20	18	11	14	12	lawful neutral	Stealth|Insight|Perception|Intimidation|Persuasion	Longbow Of Flying|Crossbow, hand +1|Dagger (Continual Flame)|Sling|Crossbow, hand|Whip +1	Resistance*0|Thaumaturgy*0|Mending*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1|Protection From Evil And Good*1|Create Or Destroy Water*1|Detect Evil And Good*1|Cure Wounds*1|Purify Food And Drink*1|Shield Of Faith*1	Wis	fighting style/Archery|combat superiority maneuvers/Trip Attack*Precision Attack*Menacing Attack*Maneuvering Attack*Evasive Footwork*Disarming Attack*Rally*Distracting Strike*Pushing Attack*Commander’s Strike	Canada	CA	LN	NA	NA	Human	Resistance*0|Thaumaturgy*0|Mending*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1|Protection from Evil and Good*1|Create or Destroy Water*1|Detect Evil and Good*1|Cure Wounds*1|Purify Food and Drink*1|Shield of Faith*1	Longbow|Crossbow, hand|Dagger|Sling|Crossbow, hand|Whip	19-20	sad_chatterjee
d0fd4c0	56e9e5e	ad22cfc41732951d5588937dda71d94c	cb1fb16	Variant	Knight	2019-05-24T15:54:32Z	Paladin 2|Sorcerer 18	Paladin|Sorcerer	|Metal	20	Shield Master|War Caster|Elemental Adept|Sentinel	204	18	17	16	18	14	14	20	chaotic neutral 	Arcana|Religion|Intimidation|Persuasion	Rapier|Spear	Acid Splash*0|Chill Touch *0|Fire Bolt*0|Lightning Blade*0|Thunderclap*0|Bless*1|Ceremony *1|Command*1|Cure Wounds*1|Detect Magic*1|Divine Favor*1|Magic Missile*1|Shield*1|Thunderwave *1|Dragon's Breath*2|Shatter*2	Cha	fighting style/Dueling|metamagic/Twinned Spell*Quickened Spell*Subtle Spell*Empowered Spell	United States	US	CN	NA	NA	Half-Elf	Acid Splash*0|Chill Touch*0|Fire Bolt*0|Lightning Lure*0|Thunderclap*0|Bless*1|Ceremony*1|Command*1|Cure Wounds*1|Detect Magic*1|Divine Favor*1|Magic Missile*1|Shield*1|Thunderwave*1|Dragon's Breath*2|Shatter*2	Rapier|Spear	19-20	condescending_mclean
c0964ba	992e0a9	3efe8a20aaabacefb8a73f493d5ebff1	5a0da92	Variant	Urban Bounty Hunter	2019-04-03T20:41:19Z	Fighter 4|Warlock 16	Fighter|Warlock	Battle Master|The Hexblade	20	Mage Slayer|Elven Accuracy|Martial Adept|Tough	218	16	20	15	19	16	12	21		Athletics|Acrobatics|Stealth|Insight|Deception|Persuasion	Longsword		Int	eldritch invocations/Devil's Sight*Improved Pact Weapon*Thirsting Blade*Eldritch Smite*Beguiling Influence*Tomb of Levistus*Lifedrinker|pact boon/Pact of the Blade|combat superiority maneuvers/Sweeping Attack*Precision Attack*Disarming Attack*Trip Attack*Feinting Attack|fighting style/Dueling	United States	US		NA	NA	Half-Elf		Longsword	19-20	pensive_euler
6fe9049	4c9a4d0	1bf0aebefbd43fac3777713cf8ecad8a	f32a85e	Protector Aasimar	Far Traveler	2019-03-08T19:31:20Z	Sorcerer 19|Cleric 1	Sorcerer|Cleric	Divine Soul|Life Domain	20	War Caster|Tough	212	24	9	14	16	8	14	20		Religion|Insight|Perception|Persuasion	Dagger +1	Light-Mage Hand-Mending*0|Fire Bolt R:24 4D10*0|Ray Frost R:12 4D8*0|Shocking Grasp 4D8*0|Spare The Dying*0|Thaumaturgy*0|TollDead R12 4d8 12 Nec*0|C-Bless*1|C-Prot Evil/Good*1|C-Healing Word*1|C-Shield of Faith*1|Cure Wounds*1|Absorb Elements*1|Shield*1|Phantasmal Force*2|Silence*2|Lesser Restoration*2|Counterspell*3|Slow*3|Confusion Pg224*4|Dimension Door*4|Synaptic Static XanPg 167*5|Mass Cure Wounds*5|Greater Restoration*5|Heal*6|True Seeing*6|Teleport*7|Crown of Stars*7|Holy Aura*8|Psychic Scream*9|Wish*9|Mass Heal*9	Cha	metamagic/Twinned Spell*Heightened Spell*Empowered Spell*Careful Spell	United States	US		NA	NA	Aasimar	Mage Hand*0|Fire Bolt*0|Ray of Frost*0|Shocking Grasp*0|Spare the Dying*0|Thaumaturgy*0|Toll the Dead*0|Bless*1|*|Healing Word*1|Shield of Faith*1|Cure Wounds*1|Absorb Elements*1|Shield*1|Phantasmal Force*2|Silence*2|Lesser Restoration*2|Counterspell*3|Slow*3|Confusion*4|Dimension Door*4|Synaptic Static*5|Mass Cure Wounds*5|Greater Restoration*5|Heal*6|True Seeing*6|Teleport*7|Crown of Stars*7|Holy Aura*8|Psychic Scream*9|Wish*9|Mass Heal*9	Dagger	19-20	relaxed_vaughan
f83ca8b	0e1a188	ed9ee17d42161ecd20db5cdc1d48f41d	b5cb6e9	Tiefling	Outlander	2019-03-02T23:37:28Z	Ranger 4|Rogue 5|Fighter 11	Ranger|Rogue|Fighter	Hunter|Assassin|Eldritch Knight	20		219	17	15	20	18	14	18	15	Chaotic Good	Athletics|Stealth|Nature|Animal Handling|Perception|Survival	Scimitar, Flametongue|Scimitar, Frostbrand|Longbow, Frost-Flame	Booming Blade*0|Prestidigitation*0|Sword Burst*0|Chromatic Orb*1|Detect Poison and Disease*1|Hail of Thorns*1|Hunter's Mark*1|Protection From Evil and Good*1|Shield*1|Thunderwave*1|Misty Step*2|Scorching Ray*2|Shatter*2|Haste*3	Wis	expertise/Survival*Perception|tiefling variants menu/Winged|fighting style/Archery*Two-Weapon Fighting	United States	US	CG	NA	NA	Tiefling	Booming Blade*0|Prestidigitation*0|Sword Burst*0|Chromatic Orb*1|Detect Poison and Disease*1|Hail of Thorns*1|Hunter's Mark*1|Protection from Evil and Good*1|Shield*1|Thunderwave*1|Misty Step*2|Scorching Ray*2|Shatter*2|Haste*3	Scimitar|Scimitar|Longbow	19-20	awesome_payne
2338a3d	cb5a583	e479838b0b52ebed16a44f1b56ced35b	df8439f	Human	Outlander	2019-02-14T21:05:13Z	Fighter 16|Barbarian 4	Fighter|Barbarian	Battle Master|Path of the Berserker	20	Great Weapon Master|Weapon Master|Savage Attacker|Dual Wielder|Lucky|Charger	184	19	18	15	15	9	11	13		Athletics|Acrobatics|Survival|Intimidation	Crossbow, light		Int	fighting style/Two-Weapon Fighting|combat superiority maneuvers/Sweeping Attack*Rally*Precision Attack*Parry*Evasive Footwork*Pushing Attack*Goading Attack*Trip Attack*Lunging Attack	Dominican Republic	DO		NA	NA	Human		Crossbow, Light	19-20	thirsty_mclaren
2e6bd72	2126fd7	7e07ee8d2ae356773887da9ff03e59a2	ecf68d2	Soul-Stitched	Haunted One	2019-01-28T09:45:21Z	Rogue 8|Sorcerer 7|Fighter 5	Rogue|Sorcerer|Fighter	Thief|Shadow Magic|Eldritch Knight	20	Magic Initiate|Tough|Dual Wielder	263	16	15	18	18	14	18	14		Acrobatics|Stealth|Arcana|Investigation|Perception|Survival	Rapier|Dagger	Darkness*2	Int	fighting style/Two-Weapon Fighting|metamagic/Subtle Spell*Quickened Spell|expertise/Stealth*Perception*Survival*Arcana	United States	US		NA	NA		Darkness*2	Rapier|Dagger	19-20	objective_keller
cb3feeb	68d649d	9df6043103f1d943ace92235e46953bd	d4073e8	Wood Elf	Outlander (Exile)	2019-01-28T04:22:14Z	Ranger 5|Fighter 15	Ranger|Fighter	Hunter|Battle Master	20	Sharpshooter|Dual Wielder	46	17	16	18	12	10	18	10	Chaotic Good	Athletics|Nature|Animal Handling|Perception|Survival	Long Sword|Longbow|Handaxe|Aestus (MH Longsword)|Frigidum (OH Longsword)|Aestusfrigidum (Longbow)	Hunter's Mark*1|Detect Magic*1|Hail Of Thorns*1|Silence*2	Wis	combat superiority maneuvers/Riposte*Sweeping Attack*Trip Attack*Maneuvering Attack*Pushing Attack*Commander's Strike*Distracting Strike*Evasive Footwork*Feinting Attack|fighting style/Archery*Archery*Two-Weapon Fighting	United States	US	CG	NA	NA	Elf	Hunter's Mark*1|Detect Magic*1|Hail of Thorns*1|Silence*2	Longsword|Longbow|Handaxe|Longsword|Longsword|Longbow	19-20	trusting_fermat
1ab739e	82268d2	8d0f049aff07975a3958948a03f07ad6	9af4d15	Warforged Envoy	Urban Bounty Hunter	2019-01-28T04:18:16Z	Ranger 12|Rogue 5|Fighter 3	Ranger|Rogue|Fighter	Monster Slayer|Swashbuckler|Eldritch Knight	20	Sharpshooter|Alert|Healer	250	18	13	20	16	14	20	14		Stealth|Investigation|Nature|Insight|Perception|Survival	Shortsword|Longbow	Protection from Evil and Good*1|Zone of Truth*2|Magic Circle*3	Wis	expertise/Stealth*Perception|fighting style/Archery*Two-Weapon Fighting	United States	US		NA	NA	Warforged	Protection from Evil and Good*1|Zone of Truth*2|Magic Circle*3	Shortsword|Longbow	19-20	nifty_robinson
